district,address,description,landlord,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
Friedrichshain,"Pettenkoferstraße 0, Friedrichshain, Berlin","Pettenkoferstraße, Berlin",HousingAnywhere B.V.,3537,106,2,0,0,0,0,0,,0,0
Rummelsburg,"Vicki-Baum-Straße 0, Rummelsburg, Berlin","Vicki-Baum-Straße, Berlin",HousingAnywhere B.V.,4700,276,4,0,0,0,0,0,,0,1
Friedrichshain,"Simplonstraße 0, Friedrichshain, Berlin","Simplonstraße, Berlin",HousingAnywhere B.V.,1300,41,1,0,0,0,0,0,,0,0
Moabit,"Beusselstraße 65, Moabit, Berlin",Wunderschöne vollmöblierte 2 Zimmer Wohnung in super Lage in der nähe der Spree.,Estate agent,2310,72,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Ibsenstraße 16, Prenzlauer Berg, Berlin",Wunderschöne vollmöblierte 3 Zimmer Wohnung im schönen Prenzlauer Berg.,Estate agent,2635,72,3,0,0,0,0,0,,0,0
Tiergarten,"Schönegarten 0, Tiergarten, Berlin",Hochwertig ausgestattete 3 Zimmer Wohnung in direkter Umgebung des Potsdamer Platz & Nollendorfplatz,Estate agent,3675,90,3,1,0,0,0,0,,0,0
Mitte,"Chausseestraße 92, Mitte (Ortsteil), Berlin",Wunderschöne vollmöblierte 1 Zimmer Wohnung in super Lage in Mitte.,Estate agent,1985,43,1,0,0,0,1,0,,0,0
Steglitz,"Düppelstraße 28A, Steglitz, Berlin",Wunderschöne vollmöblierte Studio Wohnung direkt an der Schloßstraße.,Estate agent,1715,30,1,0,0,0,0,0,,0,0
Charlottenburg,"Nürnberger Str. 68, Charlottenburg, Berlin",Unglaublich gut gelegene und toll geschnittene 2 Zimmer Wohnung in direkter Umgebung des KaDeWe,Estate agent,2710,58,2,1,0,0,0,0,,0,0
Kreuzberg,"Dennewitzstraße 40, Kreuzberg, Berlin",Super gelegene 3 Zimmer Neubauwohnung mit toller Austattung direkt am Park am Gleisdreieck.,Estate agent,3165,76,3,1,0,0,0,0,,0,0
Mitte,"Rosenthaler Str. 44, Mitte (Ortsteil), Berlin",Attraktive 2 Zimmer Wohnung direkt am Hackeschen Markt. Hochwertig möbliert und ausgestattet,Estate agent,3510,62,2,1,0,0,1,0,,0,0
Tiergarten,"Lützowstrasse 111b, 111b, Tiergarten, Berlin",2 rooms apartment with Balcony in Mitte (Berlin),Estate agent,2856,68,2,1,0,0,0,0,,0,0
Kreuzberg,"Friedrichstraße 215, Kreuzberg, Berlin",Hochwertige 2 Zimmer Wohnung in super Lage in Mitte. Fußläufig zum Checkpoint Charlie.,Estate agent,3090,65,2,0,0,0,1,0,,0,0
Neukölln,"Rollbergstraße 1, Neukölln (Ortsteil), Berlin",Charmante 2 Zimmer Wohnung in Neukölln direkt im Schillerkiez in der  Nähe der Hasenheide,Estate agent,2160,61,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Erich-Weinert-Straße 16, Prenzlauer Berg, Berlin",2 rooms apartment with Terrace in Prenzlauer Berg (Berlin),Estate agent,2945,75,2,1,0,0,0,0,,0,0
Westend,"Jesse-Owens-Allee 0, Westend, Berlin","Jesse-Owens-Allee, Berlin",HousingAnywhere B.V.,1199,38,1,0,0,0,0,0,,0,1
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1550,35,1,0,0,0,0,0,,0,0
Friedrichshain,"Glatzer Straße 0, Friedrichshain, Berlin","Glatzer Straße, Berlin",HousingAnywhere B.V.,1600,50,1,0,0,0,0,0,,0,0
Neukölln,"Biebricher Straße 0, Neukölln (Ortsteil), Berlin","Biebricher Straße, Berlin",HousingAnywhere B.V.,1850,85,1,0,0,0,0,0,,0,0
Friedrichshain,"Gabriel-Max-Straße 0, Friedrichshain, Berlin","Gabriel-Max-Straße, Berlin",HousingAnywhere B.V.,1750,43,1,0,0,0,0,0,,0,0
Schöneberg,"Fritz-Reuter-Straße 0, Schöneberg, Berlin","Fritz-Reuter-Straße, Berlin",HousingAnywhere B.V.,2500,94,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Wisbyer Straße 0, Prenzlauer Berg, Berlin","Wisbyer Straße, Berlin",HousingAnywhere B.V.,1600,41,1,0,0,0,0,0,,0,0
Kreuzberg,"Graefestraße 0, Kreuzberg, Berlin","Graefestraße, Berlin",HousingAnywhere B.V.,2700,102,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Wisbyer Straße 0, Prenzlauer Berg, Berlin","Wisbyer Straße, Berlin",HousingAnywhere B.V.,1590,46,1,0,0,0,0,0,,0,0
Neukölln,"Biebricher Straße 0, Neukölln (Ortsteil), Berlin","Biebricher Straße, Berlin",HousingAnywhere B.V.,1750,68,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Wisbyer Straße 0, Prenzlauer Berg, Berlin","Wisbyer Straße, Berlin",HousingAnywhere B.V.,1550,40,1,0,0,0,0,0,,0,0
Wilmersdorf,"Rudolstädter Straße 0, Wilmersdorf, Berlin","Rudolstädter Straße, Berlin",HousingAnywhere B.V.,1520,63,1,0,0,0,0,0,,0,0
Plänterwald,"Puderstraße 0, Plänterwald, Berlin","Puderstraße, Berlin",HousingAnywhere B.V.,1320,52,1,0,0,0,0,0,,0,0
Charlottenburg,"Olivaer Platz 0, Charlottenburg, Berlin","Olivaer Platz, Berlin",HousingAnywhere B.V.,2300,70,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1600,34,1,0,0,0,0,0,,0,0
Steglitz,"Leydenallee 98, Steglitz, Berlin",Möbliertes 2 Zimmer Apartment mit Balkon Nähe Rathaus Steglitz - Bezugsfrei ab sofort,Estate agent,1890,60,2,1,0,0,0,0,,0,0
Köpenick,"Henriette-Lustig-Straße 21, Köpenick, Berlin","Neubau Single-Apartments - direkt an der Spree mit Balkon, Aufzug und EBK",Estate agent,610.63,22.85,1,1,0,0,0,0,,0,0
Charlottenburg,"Charlottenburg, Berlin",Fasanen.68 - Möbliertes wohnen auf Zeit,Estate agent,8800,210,5,1,0,0,0,1,,0,0
Pankow,"Berlinerstrasse 20 a, Pankow (Ortsteil), Berlin",Neubau Projekt B20 Ansprechende 2-Raum-Wohnung mit EBK 100m von Bhf  Berlin Pankow/Prenzlauer Berg,Private offer,1568,50,2,1,0,0,0,0,,0,0
Wilmersdorf,"Wilmersdorf, Berlin","schöne, helle und 1-Zimmerwohnung direkt am Kurfürstendamm",Estate agent,1411,37.7,1,0,0,0,0,0,,0,0
Mitte,"Mitte (Ortsteil), Berlin",Kremmener.11 - Möbliertes wohnen auf Zeit,Estate agent,4900,100,3,1,0,0,0,0,,0,0
Hakenfelde,"Pepitapromenade 25, Hakenfelde, Berlin",2-Zimmer-Wohnung in Spandau mit großer Terrasse,Estate agent,1590,93.08,2,0,0,0,1,0,,0,0
Pankow,"Berlinerstrasse 20a, Pankow (Ortsteil), Berlin",Hoch Moderne! 3-Raum-Wohnung mit EBK und Balkon in Berlin S-UBhf Pankow/Prenzlauer Berg,Private offer,2387,77,3,1,0,0,0,0,,0,0
Mitte,"Rosenthaler Str. 44, Mitte (Ortsteil), Berlin",Exclusive 2 Zimmer Wohnung mit wunderschönen Möbeln und hochwertiger Austattung direkt am Hackeschen,Estate agent,3290,55,2,1,0,0,1,0,,0,0
Grunewald,"Grunewald, Berlin",Exclusive flat in Berlin Grunewald for 2 persons,Private offer,4100,180,4,0,0,1,0,0,,0,0
Mariendorf,"Kurfürstenstraße 44, Mariendorf, Berlin",Schön ausgestattete 3 Zimmer Wohnung in direkter Umgebung des Potsdamer Platz & Nollendorfplatz,Estate agent,2975,71,3,1,0,0,0,0,,0,0
Charlottenburg,"Roscherstr. 5, Charlottenburg, Berlin",Möbliertes 2 Zimmer City-Apartment am Kurfürstendamm - Bezugsfrei ab sofort,Estate agent,1890,55,2,1,0,0,0,0,,0,0
Pankow,"Berlinerstrasse 20 a, Pankow (Ortsteil), Berlin",Hoch Moderne! 4-Raum-Wohnung mit EBK und 2-3 Balkone in Berlin S-U-Bhf. Pankow/ nahe Prenzlauer Berg,Private offer,2868,100,4,1,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 0, Neukölln (Ortsteil), Berlin","Hobrechtstraße, Berlin",HousingAnywhere B.V.,1800,65,1,0,0,0,0,0,,0,0
Charlottenburg,"Röntgenstraße 0, Charlottenburg, Berlin","Röntgenstraße, Berlin",HousingAnywhere B.V.,1690,70,1,0,0,0,0,0,,0,1
Moabit,"Wilhelmshavener Straße 0, Moabit, Berlin","Wilhelmshavener Straße, Berlin",HousingAnywhere B.V.,1550,52,1,0,0,0,0,0,,0,0
Friedrichshain,"Revaler Straße 0, Friedrichshain, Berlin","Revaler Straße, Berlin",HousingAnywhere B.V.,2300,23,1,0,0,0,0,0,,0,0
Lichtenberg,"Allee der Kosmonauten 0, Lichtenberg (Ortsteil), Berlin","Allee der Kosmonauten, Berlin",HousingAnywhere B.V.,1003,30,1,0,0,0,0,0,,0,0
Lichtenberg,"Allee der Kosmonauten 0, Lichtenberg (Ortsteil), Berlin","Allee der Kosmonauten, Berlin",HousingAnywhere B.V.,997,30,1,0,0,0,0,0,,0,0
Kreuzberg,"Ritterstraße 65, Kreuzberg, Berlin","3-Zimmerwhg. WBS Pflicht öffentliche Besichtigung am 01.März 2023, 14:30 Uhr- 15:30 Uhr",Estate agent,937.47,85.39,3,1,0,0,0,0,,0,0
Schöneberg,"Kolonnenstraße 0, Schöneberg, Berlin","Kolonnenstraße, Berlin",HousingAnywhere B.V.,3000,97,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",HousingAnywhere B.V.,1420,39,1,0,0,0,0,0,,0,0
Mitte,"Linienstraße 0, Mitte (Ortsteil), Berlin","Linienstraße, Berlin",HousingAnywhere B.V.,2125,57,1,0,0,0,0,0,,0,0
Tiergarten,"Tiergarten, Berlin",Vollmöblierte Penthousewohnung mit großer Dachterrasse im ´´High Park´´,Estate agent,4729,142,3,1,0,0,0,1,,0,0
Staaken,"Cosmarweg 0, Staaken, Berlin","Cosmarweg, Berlin",HousingAnywhere B.V.,2430,80,2,0,0,0,0,0,,0,1
Staaken,"Cosmarweg 0, Staaken, Berlin","Cosmarweg, Berlin",HousingAnywhere B.V.,2430,80,2,0,0,0,0,0,,0,1
Moabit,"Kurfürstenstraße 0, Moabit, Berlin","Kurfürstenstraße, Berlin",HousingAnywhere B.V.,1995,61,1,0,0,0,0,0,,0,0
Kreuzberg,"Fraenkelufer 0, Kreuzberg, Berlin","Fraenkelufer, Berlin",HousingAnywhere B.V.,1700,92,2,0,0,0,0,0,,0,0
Bohnsdorf,"Waltersdorfer Straße 0, Bohnsdorf, Berlin","Waltersdorfer Straße, Berlin",HousingAnywhere B.V.,1500,68,1,0,0,0,0,0,,0,0
Rummelsburg,"Geusenstraße 0, Rummelsburg, Berlin","Geusenstraße, Berlin",HousingAnywhere B.V.,1850,80,1,0,0,0,0,0,,0,0
Charlottenburg,"Mommsenstraße 0, Charlottenburg, Berlin","Mommsenstraße, Berlin",HousingAnywhere B.V.,1199,30,1,0,0,0,0,0,,0,0
Oberschöneweide,"Wilhelminenhofstraße 0, Oberschöneweide, Berlin","Wilhelminenhofstraße, Berlin",HousingAnywhere B.V.,1200,22,1,0,0,0,0,0,,0,0
Charlottenburg,"Weimarer Straße 0, Charlottenburg, Berlin","Weimarer Straße, Berlin",HousingAnywhere B.V.,1600,42,1,0,0,0,0,0,,0,0
Biesdorf,"Weißenhöher Straße 0, Biesdorf, Berlin","Weißenhöher Straße, Berlin",HousingAnywhere B.V.,1700,48,1,0,0,0,0,0,,0,0
Lichtenberg,"Allee der Kosmonauten 0, Lichtenberg (Ortsteil), Berlin","Allee der Kosmonauten, Berlin",HousingAnywhere B.V.,1280,30,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",HousingAnywhere B.V.,1150,23,1,0,0,0,0,0,,0,0
Charlottenburg,"Sophie-Charlotten-Straße 0, Charlottenburg, Berlin","Sophie-Charlotten-Straße, Berlin",HousingAnywhere B.V.,2350,91,1,0,0,0,0,0,,0,1
Charlottenburg,"Clausewitzstraße 0, Charlottenburg, Berlin","Clausewitzstraße, Berlin",HousingAnywhere B.V.,2300,87,1,0,0,0,0,0,,0,0
Lichtenberg,"Allee der Kosmonauten 0, Lichtenberg (Ortsteil), Berlin","Allee der Kosmonauten, Berlin",HousingAnywhere B.V.,1854,61,2,0,0,0,0,0,,0,0
Mitte,"Rungestraße 0, Mitte (Ortsteil), Berlin","Rungestraße, Berlin",HousingAnywhere B.V.,1970,50,1,0,0,0,0,0,,0,1
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1650,24,1,0,0,0,0,0,,0,0
Kreuzberg,"Riemannstraße 0, Kreuzberg, Berlin","Riemannstraße, Berlin",HousingAnywhere B.V.,1520,57,1,0,0,0,0,0,,0,0
Friedrichshain,"Auerstraße 47, Friedrichshain, Berlin",Hochwertig ausgestattete 2 Zimmer Wohnung in direkter Umgebung des Volkspark Friedrichshain,Estate agent,2310,47,2,1,0,0,0,0,,0,0
Wilmersdorf,"Darmstädter Straße 0, Wilmersdorf, Berlin","Darmstädter Straße, Berlin",HousingAnywhere B.V.,2000,46,1,0,0,0,0,0,,0,0
Charlottenburg,"Sophie-Charlotten-Straße 0, Charlottenburg, Berlin","Sophie-Charlotten-Straße, Berlin",HousingAnywhere B.V.,2350,91,1,0,0,0,0,0,,0,1
Wilmersdorf,"Gasteiner Straße 0, Wilmersdorf, Berlin","Gasteiner Straße, Berlin",HousingAnywhere B.V.,1400,56,1,0,0,0,0,0,,0,0
Gesundbrunnen,"Drontheimer Straße 0, Gesundbrunnen, Berlin","Drontheimer Straße, Berlin",HousingAnywhere B.V.,1500,40,1,0,0,0,0,0,,0,0
Pankow,"Dolomitenstrasse 100, Pankow (Ortsteil), Berlin",Hoch Moderne! 2-Raum-Wohnung DG mit EBK und 2 Balkone in Berlin Pankow/Prenzlauer Berg,Private offer,1650,55,2,1,0,0,0,0,,0,0
Charlottenburg,"Leibnizstraße 0, Charlottenburg, Berlin","Leibnizstraße, Berlin",HousingAnywhere B.V.,1400,24,2,0,0,0,0,0,,0,0
Kreuzberg,"Urbanstraße 0, Kreuzberg, Berlin","Urbanstraße, Berlin",HousingAnywhere B.V.,1899,43,1,0,0,0,0,0,,0,1
Rummelsburg,"Fischerstraße 0, Rummelsburg, Berlin","Fischerstraße, Berlin",HousingAnywhere B.V.,1740,58,2,0,0,0,0,0,,0,1
Prenzlauer Berg,"Knaackstraße 0, Prenzlauer Berg, Berlin","Knaackstraße, Berlin",HousingAnywhere B.V.,1380,33,1,0,0,0,0,0,,0,0
Hermsdorf,"Drewitzer Straße 0, Hermsdorf, Berlin","Drewitzer Straße, Berlin",HousingAnywhere B.V.,1950,86,2,0,0,0,0,0,,0,0
Marienfelde,"Malteserstraße 0, Marienfelde, Berlin","Malteserstraße, Berlin",HousingAnywhere B.V.,3035,122,3,0,0,0,0,0,,0,0
Mitte,"Rosenthaler Straße 0, Mitte (Ortsteil), Berlin","Rosenthaler Straße, Berlin",HousingAnywhere B.V.,1890,45,1,0,0,0,0,0,,0,0
Mitte,"Borsigstraße 0, Mitte (Ortsteil), Berlin","Borsigstraße, Berlin",HousingAnywhere B.V.,1300,59,1,0,0,0,0,0,,0,0
Buckow,"Parksiedlung Spruch 0, Buckow, Berlin","Parksiedlung Spruch, Berlin",HousingAnywhere B.V.,1340,53,1,0,0,0,0,0,,0,1
Tiergarten,"Körnerstraße 0, Tiergarten, Berlin","Körnerstraße, Berlin",HousingAnywhere B.V.,1050,40,1,0,0,0,0,0,,0,0
Mahlsdorf,"Wilhelmsmühlenweg 198, Mahlsdorf, Berlin",große 2- Raum Wohnung mit Gartennutzung in Berlin- Mahlsdorf nähe S-Bhf. zu vermieten,Estate agent,1350,70.5,2,0,0,1,0,0,,0,0
Niederschöneweide,"Schnellerstraße 0, Niederschöneweide, Berlin","Schnellerstraße, Berlin",HousingAnywhere B.V.,1600,42,1,0,0,0,0,0,,0,0
Charlottenburg,"Kurfürstendamm 0, Charlottenburg, Berlin","Kurfürstendamm, Berlin",HousingAnywhere B.V.,2550,45,1,0,0,0,0,0,,0,0
Charlottenburg,"Mommsenstraße 0, Charlottenburg, Berlin","Mommsenstraße, Berlin",HousingAnywhere B.V.,1199,30,1,0,0,0,0,0,,0,0
Friedrichshain,"Warschauer Straße 0, Friedrichshain, Berlin","Warschauer Straße, Berlin",HousingAnywhere B.V.,1100,25,1,0,0,0,0,0,,0,0
Charlottenburg,"Mommsenstraße 0, Charlottenburg, Berlin","Mommsenstraße, Berlin",HousingAnywhere B.V.,1199,30,1,0,0,0,0,0,,0,0
Mitte,"Gartenstraße 0, Mitte (Ortsteil), Berlin","Gartenstraße, Berlin",HousingAnywhere B.V.,3900,113,2,0,0,0,0,0,,0,1
Mitte,"Heinrich-Heine-Straße 0, Mitte (Ortsteil), Berlin","Heinrich-Heine-Straße, Berlin",HousingAnywhere B.V.,3950,90,1,0,0,0,0,0,,0,0
Kreuzberg,"Fürbringerstraße 0, Kreuzberg, Berlin","Fürbringerstraße, Berlin",HousingAnywhere B.V.,1750,50,1,0,0,0,0,0,,0,0
Charlottenburg,"Mommsenstraße 0, Charlottenburg, Berlin","Mommsenstraße, Berlin",HousingAnywhere B.V.,1199,30,1,0,0,0,0,0,,0,0
Charlottenburg,"Nürnberger Str. 68, Charlottenburg, Berlin",Perfekte 2 Zimmer Wohnung in direkter Umgebung des KaDeWe,Estate agent,2520,50,2,1,0,0,0,0,,0,0
Neukölln,"Friedelstraße 0, Neukölln (Ortsteil), Berlin","Friedelstraße, Berlin",HousingAnywhere B.V.,2200,110,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Templiner Straße 0, Prenzlauer Berg, Berlin","Templiner Straße, Berlin",HousingAnywhere B.V.,1978,56,1,0,0,0,0,0,,0,0
Friedrichshain,"Warschauer Straße 0, Friedrichshain, Berlin","Warschauer Straße, Berlin",HousingAnywhere B.V.,1803,37,1,0,0,0,0,0,,0,0
Friedrichshain,"Stralauer Allee 0, Friedrichshain, Berlin","Stralauer Allee, Berlin",HousingAnywhere B.V.,5590,122,2,0,0,0,0,0,,0,0
Friedrichshain,"Stralauer Allee 0, Friedrichshain, Berlin","Stralauer Allee, Berlin",HousingAnywhere B.V.,2998,108,2,0,0,0,0,0,,0,0
Charlottenburg,"Sophie-Charlotten-Straße 0, Charlottenburg, Berlin","Sophie-Charlotten-Straße, Berlin",HousingAnywhere B.V.,2000,38,1,0,0,0,0,0,,0,0
Lankwitz,"Leonorenstraße 0, Lankwitz, Berlin","Leonorenstraße, Berlin",HousingAnywhere B.V.,2250,130,1,0,0,0,0,0,,0,0
Wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",HousingAnywhere B.V.,1290,22,1,0,0,0,0,0,,0,1
Prenzlauer Berg,"Knaackstraße 0, Prenzlauer Berg, Berlin","Knaackstraße, Berlin",HousingAnywhere B.V.,1380,36,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1490,38,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",HousingAnywhere B.V.,1480,39,1,0,0,0,0,0,,0,0
Tempelhof,"Manteuffelstraße 0, Tempelhof, Berlin","Manteuffelstraße, Berlin",HousingAnywhere B.V.,1150,38,1,0,0,0,0,0,,0,0
Friedrichshain,"Bossestraße 0, Friedrichshain, Berlin","Bossestraße, Berlin",HousingAnywhere B.V.,1499,30,1,0,0,0,0,0,,0,1
Pankow,"Dolomitenstrasse 100, Pankow (Ortsteil), Berlin",Neubau Projekt M27 Ansprechende 2-Raum-Wohnung mit EBK und Balkon in Berlin Pankow/Prenzlauer Berg,Private offer,1850,60,2,1,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1550,43,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1400,34,1,0,0,0,0,0,,0,0
Mitte,"Chausseestraße 0, Mitte (Ortsteil), Berlin","Chausseestraße, Berlin",HousingAnywhere B.V.,1600,43,1,0,0,0,0,0,,0,1
Charlottenburg,"Leibnizstraße 0, Charlottenburg, Berlin","Leibnizstraße, Berlin",HousingAnywhere B.V.,1900,67,2,0,0,0,0,0,,0,0
Neukölln,"Sonnenallee 0, Neukölln (Ortsteil), Berlin","Sonnenallee, Berlin",HousingAnywhere B.V.,1600,55,2,0,0,0,0,0,,0,0
Friedrichshain,"Weichselstraße 0, Friedrichshain, Berlin","Weichselstraße, Berlin",HousingAnywhere B.V.,1800,60,1,0,0,0,0,0,,0,0
Kreuzberg,"Mittenwalder Straße 0, Kreuzberg, Berlin","Mittenwalder Straße, Berlin",HousingAnywhere B.V.,1400,45,1,0,0,0,0,0,,0,1
Prenzlauer Berg,"Naugarder Straße 0, Prenzlauer Berg, Berlin","Naugarder Straße, Berlin",HousingAnywhere B.V.,1267,38,1,0,0,0,0,0,,0,0
Rummelsburg,"Archibaldweg 0, Rummelsburg, Berlin","Archibaldweg, Berlin",HousingAnywhere B.V.,699,22,1,0,0,0,0,0,,0,1
Wedding,"Cornelius-Fredericks-Straße 0, Wedding, Berlin","Cornelius-Fredericks-Straße, Berlin",HousingAnywhere B.V.,1100,36,1,0,0,0,0,0,,0,0
Kreuzberg,"Mittenwalder Straße 0, Kreuzberg, Berlin","Mittenwalder Straße, Berlin",HousingAnywhere B.V.,1400,45,1,0,0,0,0,0,,0,0
Kreuzberg,"Mittenwalder Straße 0, Kreuzberg, Berlin","Mittenwalder Straße, Berlin",HousingAnywhere B.V.,1350,35,1,0,0,0,0,0,,0,0
Mitte,"Anklamer Straße 0, Mitte (Ortsteil), Berlin","Anklamer Straße, Berlin",HousingAnywhere B.V.,1390,37,1,0,0,0,0,0,,0,0
Oberschöneweide,"Deulstraße 0, Oberschöneweide, Berlin","Deulstraße, Berlin",HousingAnywhere B.V.,951,30,1,0,0,0,0,0,,0,0
Kreuzberg,"Wilmsstraße 0, Kreuzberg, Berlin","Wilmsstraße, Berlin",HousingAnywhere B.V.,1300,35,1,0,0,0,0,0,,0,0
Kreuzberg,"Böckhstraße 0, Kreuzberg, Berlin","Böckhstraße, Berlin",HousingAnywhere B.V.,1300,35,1,0,0,0,0,0,,0,0
Lichtenberg,"Allee der Kosmonauten 0, Lichtenberg (Ortsteil), Berlin","Allee der Kosmonauten, Berlin",HousingAnywhere B.V.,1279,34,1,0,0,0,0,0,,0,0
Wittenau,"Spießweg 0, Wittenau, Berlin","Spießweg, Berlin",HousingAnywhere B.V.,2200,109,2,0,0,0,0,0,,0,1
Charlottenburg,"Behaimstraße 0, Charlottenburg, Berlin","Behaimstraße, Berlin",HousingAnywhere B.V.,2200,56,2,0,0,0,0,0,,0,0
Westend,"Nürnberger Straße 0, Westend, Berlin","Nürnberger Straße, Berlin",HousingAnywhere B.V.,1800,67,1,0,0,0,0,0,,0,0
Reinickendorf,"Meller Bogen 0, Reinickendorf (Ortsteil), Berlin","Meller Bogen, Berlin",HousingAnywhere B.V.,1500,47,2,0,0,0,0,0,,0,0
Charlottenburg,"Kamminer Straße 0, Charlottenburg, Berlin","Kamminer Straße, Berlin",HousingAnywhere B.V.,1700,65,1,0,0,0,0,0,,0,0
Charlottenburg,"Eislebener Straße 0, Charlottenburg, Berlin","Eislebener Straße, Berlin",HousingAnywhere B.V.,1800,60,1,0,0,0,0,0,,0,0
Pankow,"Pradelstraße 0, Pankow (Ortsteil), Berlin","Pradelstraße, Berlin",HousingAnywhere B.V.,2150,75,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Gleimstraße 0, Prenzlauer Berg, Berlin","Gleimstraße, Berlin",HousingAnywhere B.V.,1799,75,2,0,0,0,0,0,,0,1
Friedrichshain,"Ebertystraße 0, Friedrichshain, Berlin","Ebertystraße, Berlin",HousingAnywhere B.V.,1790,37,1,0,0,0,0,0,,0,0
Friedrichshain,"Warschauer Straße 0, Friedrichshain, Berlin","Warschauer Straße, Berlin",HousingAnywhere B.V.,1325,37,1,0,0,0,0,0,,0,0
Charlottenburg,"Spandauer Damm 0, Charlottenburg, Berlin","Spandauer Damm, Berlin",HousingAnywhere B.V.,2150,128,1,0,0,0,0,0,,0,0
Moabit,"Stromstraße 0, Moabit, Berlin","Stromstraße, Berlin",HousingAnywhere B.V.,1350,57,1,0,0,0,0,0,,0,0
Friedrichshain,"Proskauer Straße 0, Friedrichshain, Berlin","Proskauer Straße, Berlin",HousingAnywhere B.V.,2290,74,1,0,0,0,0,0,,0,0
Heinersdorf,"Romain-Rolland-Straße 0, Heinersdorf, Berlin","Romain-Rolland-Straße, Berlin",HousingAnywhere B.V.,1690,46,1,0,0,0,0,0,,0,1
Friedrichshain,"Hildegard-Jadamowitz-Straße 0, Friedrichshain, Berlin","Hildegard-Jadamowitz-Straße, Berlin",HousingAnywhere B.V.,1490,39,1,0,0,0,0,0,,0,0
Lichtenrade,"Friedensweg 0, Lichtenrade, Berlin","Friedensweg, Berlin",HousingAnywhere B.V.,3100,118,3,0,0,0,0,0,,0,0
Prenzlauer Berg,"Stargarder Straße 0, Prenzlauer Berg, Berlin","Stargarder Straße, Berlin",HousingAnywhere B.V.,3657,81,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1699,51,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bornholmer Straße 0, Prenzlauer Berg, Berlin","Bornholmer Straße, Berlin",HousingAnywhere B.V.,1699,51,1,0,0,0,0,0,,0,0
Mitte,"Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","Rheinsberger Straße, Berlin",HousingAnywhere B.V.,1150,30,1,0,0,0,0,0,,0,0
Kreuzberg,"Stallschreiberstraße 0, Kreuzberg, Berlin","Stallschreiberstraße, Berlin",HousingAnywhere B.V.,2850,65,2,0,0,0,0,0,,0,0
Moabit,"Nürnberger Straße 0, Moabit, Berlin","Nürnberger Straße, Berlin",HousingAnywhere B.V.,2400,42,1,0,0,0,0,0,,0,0
Moabit,"Lehrter Straße 0, Moabit, Berlin","Lehrter Straße, Berlin",HousingAnywhere B.V.,3990,101,3,0,0,0,0,0,,0,0
Wilmersdorf,"Kufsteiner Straße 0, Wilmersdorf, Berlin","Kufsteiner Straße, Berlin",HousingAnywhere B.V.,3500,110,2,0,0,0,0,0,,0,0
Mitte,"Auguststraße 0, Mitte (Ortsteil), Berlin","Auguststraße, Berlin",HousingAnywhere B.V.,3000,85,2,0,0,0,0,0,,0,0
Weißensee,"Langhansstraße 0, Weißensee, Berlin","Langhansstraße, Berlin",HousingAnywhere B.V.,2380,82,2,0,0,0,0,0,,0,0
Neukölln,"Sanderstraße 0, Neukölln (Ortsteil), Berlin","Sanderstraße, Berlin",HousingAnywhere B.V.,1800,70,1,0,0,0,0,0,,0,0
