district,address,description,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
grunewald,"Königsallee 81, Grunewald, Berlin",Exklusive 3-Raum-Wohnung auf 2 Etagen + hochwertige Einbauküche + Terrasse,2287.0,95.0,3.0,1,1,0,1,0,0,0,0
mitte,"Linienstraße 87, Mitte (Ortsteil), Berlin",HELLE UND GROßZÜGIGE NEUBAUWOHNUNG IN TOPLAGE IN BERLIN-MITTE,2300.0,96.0,3.0,0,1,0,0,1,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",LUXUS-Apartment nahe Ku´damm -,2752.0,88.0,2.0,1,1,0,1,0,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",Neubauwohnung Nähe Wittenbergplatz!,1800.0,61.0,1.0,1,0,0,0,1,1,0,0
tiergarten,"Lützowstraße 110, Tiergarten, Berlin",Hochwertig ausgestattete 2-Zimmer Wohnung in direkter Umgebung des Gleisdreieck Park.,2090.0,43.0,2.0,1,0,0,0,1,0,0,0
friedrichshain,"Auerstraße 47, Friedrichshain, Berlin",Hochwertig ausgestattete 2 Zimmer Wohnung in direkter Umgebung des Volkspark Friedrichshain,2360.0,65.0,2.0,1,1,0,0,1,0,0,0
neukölln,"Karl-Marx-Straße 190, Neukölln (Ortsteil), Berlin",Super schöne 3 Zimmer Wohnung in toller Lage in Neukölln. Hochwertige Möbel und Austattung.,3075.0,108.0,3.0,1,0,0,0,0,0,0,0
wilmersdorf,"Kurfürstendamm 167-168, Wilmersdorf, Berlin",Super zentral gelegene 1 Zimmer Wohnung direkt auf dem Kurfürstendamm.,1875.0,36.0,1.0,0,0,0,0,1,0,0,0
charlottenburg,"Lietzenburger Str. 56, Charlottenburg, Berlin",Vollmöblierte & hochwertig ausgestattete 2-Zimmer Wohnung in direkter Umgebung des Kurfürstendamm,2550.0,47.0,2.0,1,1,0,0,1,0,0,0
mitte,"Rosenthaler Str. 44, Mitte (Ortsteil), Berlin",Super zentral gelegene 2 Zimmer Wohnung direkt am Hackeschen Markt. Vollmöbliert und ausgestattet,3330.0,69.0,2.0,1,1,0,0,1,0,0,0
friedrichshain,"Pettenkoferstraße 12, Friedrichshain, Berlin",Ausgezeichnete Architektur: Wohnen im Polygongarten!,3150.0,118.0,2.0,1,1,1,0,0,0,0,0
adlershof,"Otto-Franke-Straße 80, Adlershof, Berlin",Attraktive 3-Zimmer-Wohnung in Berlin,1100.0,61.05,3.0,0,0,0,0,0,0,0,0
britz,"Bürgerstraße 55, Britz, Berlin",Vollsanierte 1-Zimmer Wohnung mit Terasse in Britz,507.0,43.0,1.0,1,0,1,0,0,1,0,0
wilmersdorf,"Wilmersdorf, Berlin",Zwischenmiete: 2Zi + Balkon von April23 bis Mai/Juni23,1600.0,54.0,2.0,1,1,0,0,0,0,0,0
rosenthal,"An der Vogelweide 12, Rosenthal, Berlin","An der Vogelweide 12, 13158 Berlin",1950.0,109.0,4.0,1,1,1,0,0,0,0,0
mitte,"Krausenstraße 37, Mitte (Ortsteil), Berlin",Einmaliges Penthouse inkl. traumhafter Dachterrasse mit Blick auf Fernsehturm und Sonycenter!,3213.0,119.0,3.0,1,1,1,0,0,0,0,0
köpenick,"Köpenick, Berlin","Gepflegte, möblierte Wohnung mit drei Zimmern und eigener Terrasse",1750.0,75.56,3.0,1,1,0,1,0,0,0,0
prenzlauer berg,"Dunckerstr. 12, Prenzlauer Berg, Berlin",Sonniges möbliertes Apartment mit Balkon am Helmholzplatz - frei ab sofort,1350.0,38.0,1.0,1,1,1,0,0,0,0,0
johannisthal,"Trützschlerstraße 27, Johannisthal, Berlin","Attraktive 3-Zimmer-Wohnung mit Einbauküche & Abstellkammer in Berlin, Johannisthal",1349.0,83.0,3.0,0,1,0,1,0,0,0,0
charlottenburg,"Charlottenburg, Berlin","DG Neubau Leonhardtstr., mit Küche und allen Einbauten, Freisitz, Fahrstuhl",2550.0,70.0,2.0,1,1,0,0,1,0,0,0
köpenick,"Köpenick, Berlin","2 Zimmer Wohnung -voll möbliert- mit Balkon, Wintergarten und Tiefgarage",1280.0,55.0,2.0,1,1,1,0,0,0,0,0
mitte,"Niederlagstr. 5, Mitte (Ortsteil), Berlin",Maisonette-Wohnung mit Traumblick in Berlins historischer Mitte,3611.02,103.4,2.0,1,1,0,1,0,0,0,0
charlottenburg,"Charlottenburg, Berlin",Neuwertige Penthousewohnung am Goslarer Platz mit einmaligem Blick über die Stadt,3650.0,129.04,4.0,1,1,1,0,0,0,0,0
moabit,"Hedwig-Porschütz-Straße 14, Moabit, Berlin","Stilvoll auf 98m² - Erdgeschosswohnung mit Einbauküche, Terrasse und Loggia!",2249.0,98.04,3.0,1,1,1,0,0,0,0,0
lichtenrade,"Groß-Ziethener-Str. 86, Lichtenrade, Berlin",Hier geht es hoch hinaus mit Weitblick über Lichtenrade,1113.8,83.34,2.5,1,0,0,0,1,1,0,0
marzahn,"Marchwitzastr. 30, Marzahn, Berlin",Sonnige 2 Zimmerwohnung in ruhiger Lage zu vermieten! Ab sofort!,484.54,49.01,2.0,0,0,0,0,0,0,0,0
buckow,"Distelfinkweg 34, Buckow, Berlin",Moderne 2-Zimmerwohnung sucht neue Mieter! Ab sofort!,690.04,62.16,2.0,1,0,0,0,0,0,0,0
marzahn,"Fichtelbergstr. 5, Marzahn, Berlin",Hübsche 2-Zimmer-Wohnung mit Südbalkon zu vermieten! Ab sofort!,737.62,62.66,2.0,1,1,0,0,0,0,0,0
gropiusstadt,"Fritz-Erler-Allee 58, Gropiusstadt, Berlin",Heimwerker aufgepasst: 3-Zimmerwohnung mit viel Potenzial zu vermieten! Ab sofort!,703.97,83.15,3.0,0,0,0,0,1,0,0,0
gropiusstadt,"Johannisthaler Chaussee 275, Gropiusstadt, Berlin",Heimwerker aufgepasst: tolle 3-Zimmer-Wohnung zur Selbstgestaltung zu vermieten! Ab sofort!,723.97,83.15,3.0,1,0,0,0,1,0,0,0
köpenick,"Salvador-Allende-Str. 76 A -, Köpenick, Berlin",Lass die Sonne in Dein Herz.. WBS mit besonderem Wohnbedarf,790.0,57.33,2.0,1,1,0,0,0,0,0,0
köpenick,"Salvador-Allende-Str. 76 L -, Köpenick, Berlin",kleines Schmuckstück in Rohfassung - WBS mit besonderem Wohnbedarf!,599.0,46.46,2.0,1,0,0,0,0,0,0,0
köpenick,"Salvador-Allende-Str. 76 N -, Köpenick, Berlin",Schlüssel sucht Bund fürs Leben - WBS benötigt!,999.0,76.3,3.0,1,1,0,0,0,0,0,0
mitte,"Mitte (Ortsteil), Berlin","Ab sofort 3 Zimmer Luxus Apartment in Berlin Mitte, nähe Alexanderplatz",3000.0,82.0,3.0,0,0,1,0,1,0,1,0
mitte,"Schützenstr. 41, Mitte (Ortsteil), Berlin","Mitte - 2 Zimmer, Balkon, Ruhiglage, 1. OG, Concierge - Mindestmietdauer 2 Jahre",1775.0,54.0,2.0,1,1,1,0,0,0,0,0
kaulsdorf,"Mädewalder Weg 36, Kaulsdorf, Berlin",3 Zimmer WHG im gepflegten Mehrfamilienhaus,1460.0,82.0,3.0,1,1,0,0,1,0,0,0
marzahn,"Marzahn, Berlin",Einziehen in helle Räume mit hoher Ausstattungs-und Lebensqualität!,1694.0,88.0,3.0,1,0,1,0,1,0,0,0
reinickendorf,"Winterstraße 0, Reinickendorf (Ortsteil), Berlin","Winterstraße, Berlin",1200.0,34.0,1.0,0,0,0,0,0,0,0,0
mitte,"Große Hamburger Straße 0, Mitte (Ortsteil), Berlin","Große Hamburger Straße, Berlin",2900.0,85.0,1.0,0,0,0,0,0,0,0,0
mariendorf,"Mariendorfer Damm 0, Mariendorf, Berlin","Mariendorfer Damm, Berlin",2300.0,67.0,2.0,0,0,0,0,0,1,0,0
friedrichshain,"Bänschstraße 0, Friedrichshain, Berlin","Bänschstraße, Berlin",1900.0,60.0,1.0,0,0,0,0,0,0,0,0
mitte,"Bergstraße 0, Mitte (Ortsteil), Berlin","Bergstraße, Berlin",1800.0,45.0,1.0,0,0,0,0,0,0,0,0
charlottenburg,"Uhlandstraße 0, Charlottenburg, Berlin","Uhlandstraße, Berlin",1800.0,70.0,1.0,0,0,0,0,0,0,0,0
wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",1040.0,18.0,1.0,0,0,0,0,0,1,0,0
wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",1040.0,18.0,1.0,0,0,0,0,0,1,0,0
wilmersdorf,"Eisenzahnstraße 0, Wilmersdorf, Berlin","Eisenzahnstraße, Berlin",1999.0,47.0,1.0,0,0,0,0,0,1,0,0
schöneberg,"Traegerstraße 0, Schöneberg, Berlin","Traegerstraße, Berlin",1460.0,50.0,1.0,0,0,0,0,0,0,0,0
grunewald,"Furtwängler Str. 8, Grunewald, Berlin",Nachmieter für Sonnige 2 Zimmer Wohnung mit Balkon und Garage im Grunewald,1750.0,64.71,2.0,1,1,0,1,0,0,0,0
prenzlauer berg,"Cantianstr. 19, Prenzlauer Berg, Berlin",Sanierte 3 Zimmer Maisonettewohnung mit Galerie und Dachterrasse,2254.88,101.0,3.0,1,1,0,0,0,0,0,0
wannsee,"Schäferstrasse 31 B, Wannsee, Berlin",Neuwertige 2-R-WHG mit Blick auf Stölpchensee !,1680.0,70.0,2.0,1,0,1,0,0,0,0,0
schmargendorf,"Hohenzollerndamm 57, Schmargendorf, Berlin",Schicke Dachgeschosswohnung mit 2 Terrassen und EBK! Erstbezug!,1987.5,69.45,3.0,1,0,1,0,1,0,0,0
tiergarten,"Tiergarten, Berlin",Luxus 3-Zimmer-Whg nahe Ku'damm zur Miete/Luxury 3 room apartment with balcony near Ku'damm for rent,3568.98,110.97,3.0,1,1,1,0,0,0,0,0
friedrichshain,"Kochhannstraße 18, Friedrichshain, Berlin",Wohnungstausch: Kochhannstraße 18,560.0,45.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Kreuzberg, Berlin",Limited contract over 5 months! Wonderful Altbau Apartment in Kreuzberg Kiez!,1000.0,50.0,2.0,0,1,0,0,0,0,0,0
mitte,"Voßstraße 24, Mitte (Ortsteil), Berlin",Luxus Wohnung Mall of Berlin möbliert,2490.0,85.0,2.0,1,1,0,0,0,0,0,0
grünau,"Regattastraße 91, Grünau, Berlin","Hochwertige 1,5-Raum-Wohnung mit Einbauküche in Berlin",1200.0,42.22,1.0,0,1,0,0,0,1,0,0
wedding,"Genter Straße 16, Wedding, Berlin","Erstbezug Neubau, voll möblierte 2-Zimmer Wohnung + EBK + 2 Balkone + Fußbodenheizung",1885.0,55.0,2.0,1,1,1,0,0,0,0,0
lichterfelde,"Lichterfelde, Berlin",Kernsanierte Altbauwohnung mit Luxusausstattung Lichterfelde Ost,1300.0,61.0,2.5,0,1,1,0,0,0,0,0
charlottenburg,"Heubnerweg 9, Charlottenburg, Berlin",schöne 2 Zimmer Wohnung mit großem Balkon und EBK in Charlottenburg,1750.0,71.0,2.0,1,1,0,1,0,0,0,0
gesundbrunnen,"Gesundbrunnen, Berlin","Exklusive, geräumige 3-Zimmer-DG-Wohnung mit Balkon und Einbauküche in Berlin-Gesundbrunne",1816.0,112.0,3.0,1,1,1,0,0,0,0,0
köpenick,"Köpenick, Berlin","Exklusive, gepflegte 3,5-Zimmer-Maisonette-Wohnung + 2 Balkone + Einbauküche in Köpenick",1984.0,132.73,3.0,1,1,1,0,0,0,0,0
hakenfelde,"Eiswerder Straße 17A, Hakenfelde, Berlin","Neu! Hochwertige und exclusive Ausstattung! Balkon, Parkett, EBK, Dusche., Aufzug",1035.0,53.0,2.0,1,1,0,1,0,0,0,0
britz,"Bruno-Taut-Ring 16, Britz, Berlin",Attraktive 2-Raum-Wohnung in Berlin,927.3,61.0,2.0,1,1,0,0,0,0,0,0
blankenburg,"Burgwallstraße 87, Blankenburg, Berlin",Sofort verfügbar! 3-Zimmer-Dachgeschoss-Wohnung mit Balkon und EBK in Berlin,1520.0,72.0,3.0,1,1,1,0,0,0,0,0
charlottenburg,"Niebuhrstr. 78, Charlottenburg, Berlin",Sanierte 4-Zimmer-Wohnung nahe Ku’ Damm und Savignyplatz mit Wintergarten,3700.0,170.0,4.0,0,1,1,0,0,0,1,0
friedrichshagen,"Müggelseedamm 212, Friedrichshagen, Berlin","Müggelseedamm 212, 12587 Berlin",1900.0,110.0,2.0,1,1,1,0,0,0,0,0
tiergarten,"Tiergarten, Berlin",Sensationell! 1. Geschosslage und mit Terrasse und Garten sowie unverbautem Blick,2121.55,81.0,2.0,1,0,1,1,0,0,0,0
friedrichshagen,"Müggelseedamm 212, Friedrichshagen, Berlin","Müggelseedamm 212, 12587 Berlin",2500.0,130.0,3.0,1,1,0,1,0,0,0,0
lichterfelde,"Lichterfelde, Berlin","Stilvolle 1,5-Zimmer-Wohnung mit Balkon in Berlin",1150.0,47.0,1.5,1,0,0,0,0,0,0,0
mahlsdorf,"Hultschiner Damm 46, Mahlsdorf, Berlin",**3-Raum Familien-Wohnung** mit Balkon,1449.47,76.0,3.0,1,1,0,1,0,0,0,0
friedrichshain,"Mühlenstraße 31, Friedrichshain, Berlin","Erstbezug: Luxuriöse 3 Zimmer Apartment an der Spree, hochwertige EBK, 2 Balkone!",2888.0,97.9,3.0,1,1,0,1,0,0,0,0
friedrichshagen,"Fürstenwalder Damm 294, Friedrichshagen, Berlin",Tolle Lage - Toller Garten - Tolle Wohnung!,1699.0,70.75,2.0,1,1,0,0,1,0,0,0
charlottenburg,"Kantstr. 139, Charlottenburg, Berlin",Vollmöblierte Wohnung in beliebter Lage!,1950.0,60.0,2.0,0,1,0,0,0,0,0,0
pankow,"Prenzlauer Promenade 49G, Pankow (Ortsteil), Berlin",Erdgeschosswohnung in Pankow sucht Traumpaar!,1683.98,61.66,2.0,1,1,0,0,0,0,0,0
marienfelde,"Schichauweg 60, Marienfelde, Berlin",Wohnen im Grünen!!,1830.0,116.76,4.0,1,0,0,0,0,0,1,0
heinersdorf,"Treskowstrasse 21, Heinersdorf, Berlin",Erstbezug! 2-Zimmer-Wohnung in Pankow!,1633.35,61.45,2.0,1,1,0,0,0,0,0,0
friedrichshain,"Oderstraße 12, Friedrichshain, Berlin",Lichtdurchflutetes Penthouse mit traumhafter 360-Grad Dachterrasse und Sauna!,7100.0,238.0,5.0,1,0,1,0,0,0,0,0
schmöckwitz,"Zaucher Weg 10, Schmöckwitz, Berlin",KFW55-Neubau 3 Zimmer Wohnung Wassernähe mit Balkon oder Terrasse und Garten,1690.0,78.0,3.0,1,0,0,1,0,1,0,0
friedrichshain,"Stralauer Allee 0, Friedrichshain, Berlin","Stralauer Allee, Berlin",2950.0,140.0,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",1700.0,46.0,1.0,0,0,0,0,0,0,0,0
mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",2200.0,41.0,1.0,0,0,0,0,0,0,0,0
mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",2200.0,41.0,1.0,0,0,0,0,0,0,0,0
mitte,"Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","Rheinsberger Straße, Berlin",2200.0,52.0,1.0,0,0,0,0,0,0,0,0
mitte,"Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","Rheinsberger Straße, Berlin",3300.0,80.0,2.0,0,0,0,0,0,0,0,0
mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",2200.0,44.0,1.0,0,0,0,0,0,0,0,0
mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",2200.0,50.0,1.0,0,0,0,0,0,0,0,0
mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",2200.0,56.0,1.0,0,0,0,0,0,0,0,0
mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",6295.0,63.0,1.0,0,0,0,0,0,1,0,0
mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",6995.0,90.0,1.0,0,0,0,0,0,0,0,0
mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",8700.0,104.0,2.0,0,0,0,0,0,0,0,0
mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",9600.0,118.0,2.0,0,0,0,0,0,0,0,0
mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",9600.0,132.0,3.0,0,0,0,0,0,1,0,0
moabit,"Waldstraße 0, Moabit, Berlin","Waldstraße, Berlin",1850.0,62.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Hauptstraße 0, Schöneberg, Berlin","Hauptstraße, Berlin",1650.0,38.0,1.0,0,0,0,0,0,0,0,0
neukölln,"Reuterstraße 13, Neukölln (Ortsteil), Berlin",Wohnungstausch: Reuterstraße 13,970.0,60.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Eislebener Straße 0, Charlottenburg, Berlin","Eislebener Straße, Berlin",2400.0,82.0,2.0,0,0,0,0,0,0,0,0
friedrichshain,"Dolziger Straße 0, Friedrichshain, Berlin","Dolziger Straße, Berlin",1025.0,35.0,1.0,0,0,0,0,0,0,0,0
reinickendorf,"Freiheitsweg 0, Reinickendorf (Ortsteil), Berlin","Freiheitsweg, Berlin",2490.0,86.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Schlüterstraße 0, Charlottenburg, Berlin","Schlüterstraße, Berlin",1800.0,80.0,2.0,0,0,0,0,0,0,0,0
mitte,"Michaelkirchstraße 0, Mitte (Ortsteil), Berlin","Michaelkirchstraße, Berlin",3237.0,95.0,2.0,0,0,0,0,0,0,0,0
dahlem,"Gregor-Mendel-Straße 0, Dahlem, Berlin","Gregor-Mendel-Straße, Berlin",3400.0,130.0,3.0,0,0,0,0,0,0,0,0
charlottenburg,"Lietzenburger 56, Charlottenburg, Berlin",1 Zimmer Wohnung in Ku'damm,1650.0,41.0,1.0,1,1,1,0,0,0,0,0
niederschönhausen,"Siegfriedstraße 11c, Niederschönhausen, Berlin",Charmante 2-Zimmerwohnung mit Altbauflair und Balkon,794.03,62.3,2.0,1,1,1,0,0,0,0,0
kreuzberg,"Gneisenaustr. 50, Kreuzberg, Berlin",Helle 2 Zimmer Altbauwohnung mitten in Kreuzberg zu vermieten!,779.38,50.35,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Rykestr. 50, Prenzlauer Berg, Berlin",Elegant sanierter Altbau im angesagten Kiez,1728.52,49.24,2.0,1,0,0,0,1,0,0,0
charlottenburg,"Charlottenburg, Berlin","Ruhige, sonnige, möblierte 3-Raum-Wohnung mit südlichen Balkon am Schloss Charlottenburg",1850.0,70.0,3.0,1,1,1,0,0,0,0,0
zehlendorf,"Leuchtenburgstraße 17, Zehlendorf, Berlin","Geschmackvolle 1,5-Raum-Wohnung mit Balkon und EBK in Berlin",520.0,38.0,1.5,1,1,1,0,0,0,0,0
friedrichshagen,"Friedrichshagen, Berlin",Attraktive 2-Zimmer-Wohnung in Berlin,1085.0,58.0,2.0,0,1,0,0,0,0,0,1
kreuzberg,"Markgrafenstr. 64, Kreuzberg, Berlin",TOP 2-Zimmer Wohnung nähe Checkpoint Charlie *vollmöbliert*,2000.0,70.05,2.0,1,1,1,0,0,0,0,0
prenzlauer berg,"Prenzlauer Allee 33, Prenzlauer Berg, Berlin",Loft für den März.Möblierte 2-Zimmer-Loft-Wohnung mit Balkon und EBK in Berlin,1700.0,60.0,2.0,1,1,0,0,1,0,0,0
friedrichshain,"Marchlewskistr. 77, Friedrichshain, Berlin",Sensationelle Loftwohnung in Friedrichshain,3950.0,225.0,4.0,1,0,1,0,0,0,1,0
kreuzberg,"Kreuzberg, Berlin",Penthouse-Wohnung mit 2 Zimmern Balkon EBK 2 Jahre befristet,2000.0,65.0,2.0,1,1,1,0,0,0,0,0
mitte,"Mitte (Ortsteil), Berlin",Hochwertig möblierte 2-Zimmer-Wohnung in bester zentralerLage,1500.0,47.0,2.0,0,1,0,0,1,1,0,0
buch,"Viereckweg 56, Buch, Berlin",Erstbezug nach Sanierung: Schöne zwei Zimmer Wohnung am Wissenschaftsstandort Berlin-Buch,970.0,54.0,2.0,0,0,1,0,0,0,0,0
lichterfelde,"Lichterfelde, Berlin",Spektakulär helle und moderne 4-Zi Wohnung in bester Lage von Lichterfelde West,2580.0,114.0,4.0,1,1,1,0,0,0,0,0
karlshorst,"Hönower Straße 7, Karlshorst, Berlin",Home Select M | 73m² Wohnung mit 2 Zimmern in Berlin,1807.0,72.85,2.0,0,0,0,0,0,0,0,0
schöneberg,"Schöneberg, Berlin","Frisch renovierte 2,5 Zimmer Wohnung mit unschlagbarer Lage",2400.0,66.0,2.5,1,1,1,0,0,0,0,0
schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",1399.0,18.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",1700.0,23.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",1300.0,16.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",1500.0,28.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",1400.0,19.0,1.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Drontheimer Straße 0, Gesundbrunnen, Berlin","Drontheimer Straße, Berlin",1250.0,27.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Stralauer Allee 0, Friedrichshain, Berlin","Stralauer Allee, Berlin",3066.0,85.0,2.0,0,0,0,0,0,0,0,0
tiergarten,"Kluckstraße 0, Tiergarten, Berlin","Kluckstraße, Berlin",3926.0,130.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Wielandstraße 0, Charlottenburg, Berlin","Wielandstraße, Berlin",2390.0,23.0,1.0,0,0,0,0,0,1,0,0
charlottenburg,"Droysenstraße 0, Charlottenburg, Berlin","Droysenstraße, Berlin",1500.0,33.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Skalitzer Straße 0, Kreuzberg, Berlin","Skalitzer Straße, Berlin",4137.0,150.0,3.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Fritz-Riedel-Straße 0, Prenzlauer Berg, Berlin","Fritz-Riedel-Straße, Berlin",2015.0,63.0,1.0,0,0,0,0,0,0,0,0
lichtenrade,"Lenaustraße 0, Lichtenrade, Berlin","Lenaustraße, Berlin",2100.0,50.0,2.0,0,0,0,0,0,1,0,0
charlottenburg,"Kaiser-Friedrich-Straße 0, Charlottenburg, Berlin","Kaiser-Friedrich-Straße, Berlin",1700.0,42.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Gleimstraße 0, Prenzlauer Berg, Berlin","Gleimstraße, Berlin",1300.0,35.0,1.0,0,0,0,0,0,0,0,0
friedrichshagen,"Charlotte-E.-Pauly-Straße 0, Friedrichshagen, Berlin","Charlotte-E.-Pauly-Straße, Berlin",2600.0,75.0,2.0,0,0,0,0,0,0,0,0
köpenick,"Lindenstraße 0, Köpenick, Berlin","Lindenstraße, Berlin",1170.0,26.0,1.0,0,0,0,0,0,1,0,0
oberschöneweide,"Rathenaustraße 0, Oberschöneweide, Berlin","Rathenaustraße, Berlin",968.0,18.0,1.0,0,0,0,0,0,0,0,0
wedding,"Nazarethkirchstraße 0, Wedding, Berlin","Nazarethkirchstraße, Berlin",1120.0,27.0,1.0,0,0,0,0,0,0,0,0
wedding,"Nazarethkirchstraße 0, Wedding, Berlin","Nazarethkirchstraße, Berlin",1070.0,25.0,1.0,0,0,0,0,0,0,0,0
karlshorst,"Gleyeweg 0, Karlshorst, Berlin","Gleyeweg, Berlin",3200.0,56.0,2.0,0,0,0,0,0,1,0,0
mitte,"Kleine Alexanderstraße 0, Mitte (Ortsteil), Berlin","Kleine Alexanderstraße, Berlin",2100.0,46.0,1.0,0,0,0,0,0,0,0,0
französisch buchholz,"Pasewalker Straße 0, Französisch Buchholz, Berlin","Pasewalker Straße, Berlin",2200.0,70.0,1.0,0,0,0,0,0,0,0,0
mitte,"Seydelstraße 0, Mitte (Ortsteil), Berlin","Seydelstraße, Berlin",3300.0,105.0,2.0,0,0,0,0,0,0,0,0
grünau,"An der Dahme 5, Grünau, Berlin","THE VIEW, vollklimatisiertes exkl. Penthouse in unverbaubarer Wasserlage - provisionsfrei",3600.0,127.02,4.0,1,1,1,0,0,0,0,0
friedrichshain,"Eldenaer Str. 28, Friedrichshain, Berlin",Wohnungstausch: Eldenaer Str. 28,1210.0,90.0,4.0,1,0,0,0,1,0,0,0
kreuzberg,"Schöneberger Ufer 5, Kreuzberg, Berlin",Vollmöblierte Apartments am Gleispark,1400.0,31.18,1.0,1,1,1,0,0,0,0,0
kreuzberg,"Schöneberger Ufer 5, Kreuzberg, Berlin",Vollmöblierte 2-Zimmerwohnungen am Gleispark,1910.0,51.2,2.0,1,1,1,0,0,0,0,0
köpenick,"Köpenick, Berlin",Gemütliche DG-Wohnung mit großer Terrasse,1625.0,73.9,2.0,1,0,1,0,1,0,0,0
moabit,"Moabit, Berlin",Modern & möbliert - Altbauwohnung in zentraler Lage im ruhigen SF,1700.0,45.6,2.0,0,1,0,0,0,0,0,0
friedrichshain,"Finowstraße 29, Friedrichshain, Berlin",1 Zimmerwohnung im pulsierenden Boxhagener´-Kiez-,690.17,30.24,1.0,0,0,0,0,0,0,0,0
grunewald,"Brahmsstr. 20e, Grunewald, Berlin",Voll modernisiertes Space Age - Maisonette in Berlin-Grunewald,2405.0,94.4,3.0,1,0,1,0,0,0,1,0
mitte,"Mitte (Ortsteil), Berlin",Fully furnished Maisonette Apartment in Berlin-Mitte,3900.0,148.0,4.0,1,1,0,1,0,0,0,0
westend,"Westend, Berlin",*Balkon*Zeitmietvertrag*inkl.WLAN+GEZ*top möbliert*1 Zi*Apartment*Einbauküche*,880.0,42.0,1.0,1,1,0,0,0,0,0,0
lankwitz,"Lankwitz, Berlin","2,5-Zimmer-Wohnung mit Balkon in Berlin-Lankwitz",1100.0,60.0,2.5,1,1,0,1,0,0,0,0
neukölln,"Juliusstr. 4, Neukölln (Ortsteil), Berlin","Tolle, geräumige 1-Zimmer-Dachgeschosswohnung mit Balkon und Einbauküche in Berlin",795.0,55.0,1.0,1,1,1,0,0,0,0,0
friedrichshain,"Bossestrasse 7, Friedrichshain, Berlin",Friedrichshain Moderne Wohnung 57 Mq. mit Loggia,1800.0,57.0,2.0,1,1,0,0,1,0,0,0
mitte,"Mitte (Ortsteil), Berlin","Exklusiv möbliertes, lichtdurchflutetes Appartement im GRANDAIR-Neubau in Berlins Mitte",3385.0,93.0,3.0,1,1,0,1,0,0,0,0
wedding,"Müllerstraße 164, Wedding, Berlin",Schöne 1-Zimmer-Wohnung mit EBK in Berlin,730.0,30.0,1.0,0,1,1,0,0,0,0,0
wilmersdorf,"Pariser Str. 23, Wilmersdorf, Berlin",**Luxusapartment am Olivaer Platz - voll möbliert**,2400.0,80.0,2.0,1,1,1,0,0,0,0,0
buckow,"Buckow, Berlin",Wunderschönes Familiendomizil,3750.0,215.0,7.0,1,1,0,1,0,0,0,0
moabit,"Erasmusstraße 0, Moabit, Berlin","Erasmusstraße, Berlin",1450.0,38.0,1.0,0,0,0,0,0,0,0,0
